Oyuncu,OynadigiOyunSayisi,OynadigiDakika,OyunBasinaSayi,NormalAtisSayisi,NormalAtisGirisimi,NormalAtisOrani,3lukSayilar,3lukSayiGirisimi,3lukSayiOrani,SerbestAtisSayisi,SerbestAtisGirisimi,SerbestAtisOrani,HucumRebounduSayisi,DefansRebounduSayisi,ReboundSayisi,AsistSayisi,TopCalma,Blok,TopCalma,Oyuncu 5 Sene Devam Edebilecek mi?
Troy Murphy,82,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1,EVET
Terence Morris,68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2,3.1,0.9,0.3,0.4,0.7,HAYIR
Eddy Curry,72,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1,EVET
Kenny Satterfield,36,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,0.9,0,1.5,HAYIR
Earl Watson,64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,EVET
Kwame Brown,57,14.3,4.5,1.6,4.3,38.7,0,0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,EVET
Will Solomon,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1,HAYIR
Lamar Patterson,35,11.3,2.4,0.8,2.3,35,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.3,0.1,0.7,HAYIR
Etan Thomas,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,EVET
Tierre Brown,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,0.5,0.1,1,HAYIR
Steven Hunter,53,9.7,3.6,1.3,2.8,45.6,0,0,0,1,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,EVET
Loren Woods,60,8.6,1.8,0.6,1.6,34.4,0,0,0,0.7,1,73.3,0.8,1.3,2,0.4,0.3,0.6,0.6,EVET
Alton Ford,53,8.5,3.1,1.2,2.2,51.7,0,0,0,0.8,1.1,73.7,0.6,1.4,2,0.1,0.1,0.1,0.6,HAYIR
Gerald Wallace,54,8,3.2,1.4,3.2,42.9,0,0.1,0,0.4,0.9,50,0.9,0.7,1.6,0.5,0.3,0.1,0.4,EVET
Joe Crispin,21,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0,0.5,HAYIR
Zach Randolph,41,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,EVET
Brandon Armstrong,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,HAYIR
Willie Reed,39,10.9,4.7,1.9,3.4,57.1,0,0,0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.1,0.8,0.4,HAYIR
Kenyon Martin,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,EVET
Marc Jackson,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,EVET
Mike Miller,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,EVET
Darius Miles,81,26.3,9.4,3.9,7.8,50.5,0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,EVET
Morris Peterson,80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1,EVET
Chris Porter,51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,HAYIR
Marcus Fizer,72,21.9,9.5,3.9,9,43,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,EVET
Stephen Jackson,77,21.6,8.2,3.2,7.4,42.5,0.7,2,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,EVET
Courtney Alexander,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82,0.6,1.6,2.2,1,0.7,0.1,1.1,HAYIR
Chris Mihm,59,19.8,7.6,2.9,6.6,44.2,0,0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,EVET
Kelly Oubre,63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.3,0.1,0.5,HAYIR
Desmond Mason,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,EVET
Khalid El-Amin,50,18.7,6.3,2.3,6.2,37,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1,0,1.1,HAYIR
Quentin Richardson,76,17.9,8.1,3.1,6.9,44.2,0.7,2,33.1,1.3,2.1,62.7,1.4,2,3.4,0.8,0.6,0.1,0.8,EVET
Mark Blount,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,EVET
Jamal Crawford,61,17.2,4.6,1.8,5,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,EVET
DerMarr Johnson,78,16.8,5.1,1.9,5,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,EVET
Stromile Swift,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,EVET
Keyon Dooling,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,EVET
Mateen Cleaves,78,16.3,5.4,2.1,5.1,40,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0,1.8,EVET
Mike Penberthy,53,16.1,5,1.7,4.2,41.4,1,2.6,39.6,0.5,0.6,90.3,0.2,1,1.2,1.3,0.4,0,0.6,HAYIR
Lee Nailon,42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,EVET
Eddie House,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,EVET
Paul McPherson,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,HAYIR
Daniel Santiago,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,HAYIR
Isaiah Whitehead,25,22.6,6.7,2.6,6.4,41.3,0.5,1.8,28.3,0.9,1.2,76.7,0.2,2,2.2,3,0.7,0.5,2.2,HAYIR
Darrun Hilliard,38,10.1,4,1.4,3.4,39.7,0.5,1.3,38,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.2,0,0.5,HAYIR
Mark Madsen,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,EVET
DeShawn Stevenson,40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,EVET
Elton Brand,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,EVET
Lamar Odom,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,EVET
Steve Francis,77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,EVET
Metta World Peace,72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,EVET
Walt Szczerbiak,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,HAYIR
Adrian Griffin,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,EVET
Andre Miller,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,EVET
James Posey,81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,EVET
Kenny Thomas,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,EVET
Shawn Marion,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,EVET
Vonteego Cummings,75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,HAYIR
Anthony Carter,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,EVET
Jason Terry,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,EVET
Chucky Atkins,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,EVET
Richard Hamilton,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,EVET
Greg Buckner,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,EVET
Langston Galloway,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,HAYIR
Baron Davis,82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,EVET
Corey Maggette,77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,EVET
Eddie Robinson,67,16.6,7,3.2,5.8,54.9,0,0.1,0,0.7,1,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,EVET
Michael Ruffin,71,13.7,2.2,0.8,1.9,42,0,0,0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,EVET
Chris Herren,45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,HAYIR
Quincy Lewis,74,12.1,3.8,1.5,4,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,HAYIR
Ryan Bowen,52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,EVET
Cal Bowdler,46,9.2,2.7,1.1,2.5,42.6,0,0,0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,HAYIR
Scott Padgett,47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,EVET
Nerlens Noel,75,30.8,9.9,4,8.7,46.2,0,0,0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.8,1.9,1.9,HAYIR
Roy Rogers,40,8.9,2.2,0.9,2.2,39.8,0,0,0,0.5,1,46.3,0.8,1.2,2,0.2,0.1,0.9,0.3,HAYIR
William Avery,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,HAYIR
Milt Palacio,53,7.4,2,0.8,1.8,43.9,0,0,0,0.4,0.7,59.5,0.3,0.6,1,0.9,0.4,0,0.8,EVET
Devean George,49,7,3.2,1.1,2.9,38.9,0.3,1,34,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,EVET
Lari Ketner,22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,HAYIR
Jason Williams,50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,EVET
Vince Carter,50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,EVET
Mike Bibby,50,35.2,13.2,5.2,12.1,43,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,EVET
Paul Pierce,48,34,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4,6.4,2.4,1.7,1,2.4,EVET
Elfrid Payton,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3,4.3,6.5,1.7,0.2,2.5,HAYIR
Michael Dickerson,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,EVET
Jamie Feick,28,30.4,6.3,2.4,4.8,50,0,0,0,1.5,2.1,71.7,4,6.3,10.3,0.9,0.9,0.6,1.2,EVET
Jamie Feick,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,EVET
Cuttino Mobley,49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,EVET
Tyrone Nesby,50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,3.5,1.6,1.5,0.4,1.1,HAYIR
Antawn Jamison,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,EVET
Matt Harpring,50,22.3,8.2,3,6.4,46.3,0.2,0.5,40,2,2.9,71.3,1.8,2.5,4.3,0.9,0.6,0.1,1.5,EVET
Jabari Parker,25,29.5,12.3,5.2,10.5,49,0.2,0.6,25,1.8,2.6,69.7,2,3.5,5.5,1.7,1.2,0.2,1.9,HAYIR
Larry Hughes,50,19.8,9.1,3.4,8.3,41.1,0.2,1,15.4,2.1,3,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,EVET
Robert Traylor,49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,EVET
Michael Doleac,49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,EVET
Cory Carr,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,HAYIR
Keon Clark,28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,EVET
Damon Jones,24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,EVET
Pat Garrity,39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,EVET
Marcus Smart,67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,HAYIR
Bryce Drew,34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,EVET
Jelani McCoy,26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,EVET
Brad Miller,38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,EVET
Ricky Davis,46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,EVET
J.R. Henderson,30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,HAYIR
Corey Benjamin,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,HAYIR
Roshown McLeod,34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,HAYIR
Earl Boykins,22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,EVET
Toby Bailey,27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,HAYIR
Marlon Garnett,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,HAYIR
Jordan Clarkson,59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,0.9,0.2,1.6,HAYIR
Andrae Patterson,35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,HAYIR
Gerald Brown,33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,HAYIR
Ruben Patterson,24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,EVET
Nazr Mohammed,26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,EVET
Keith Van Horn,62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1,0.4,2.6,EVET
Ron Mercer,80,33.3,15.3,6.4,14.3,45,0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,EVET
Brevin Knight,80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,EVET
Cedric Henderson,82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,EVET
Cedric Henderson,82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,HAYIR
Bobby Jackson,68,30,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,EVET
Zach LaVine,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,HAYIR
Anthony Johnson,77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,EVET
Derek Anderson,66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,EVET
Chauncey Billups,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,EVET
Antonio Daniels,74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,EVET
Eric Washington,66,23.3,7.7,3,7.5,40.4,0.7,2.1,32.1,1,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,HAYIR
Tony Battie,65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,EVET
Tim Thomas,77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,EVET
Danny Fortson,80,22.6,10.2,3.5,7.6,45.2,0,0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1,0.6,0.4,2,EVET
Maurice Taylor,71,21.3,11.5,4.5,9.5,47.6,0,0,0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,EVET
Lawrence Funderburke,52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,EVET
Alvin Williams,54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,EVET
Rodrick Rhodes,58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,HAYIR
Tracy McGrady,64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,EVET
Rick Brunson,38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,EVET
Jerald Honeycutt,38,13.9,6.4,2.4,5.8,40.7,0.8,2,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,HAYIR
Kelvin Cato,74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,EVET
Domantas Sabonis,34,21.1,6.4,2.6,6,43.9,1,2.4,39.8,0.1,0.2,57.1,0.5,3.1,3.6,1.3,0.6,0.5,1.1,HAYIR
Adreian Payne,32,23.1,6.7,2.8,6.9,41.4,0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,5.1,0.9,0.6,0.3,1.4,HAYIR
Keith Closs,58,12.8,4,1.6,3.6,44.9,0,0,0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,HAYIR
Kevin Ollie,35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,EVET
Bubba Wells,39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,HAYIR
John Thomas,54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,EVET
Travis Williams,39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,HAYIR
Jacque Vaughn,45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,EVET
Chris Garner,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,HAYIR
Chris Crawford,40,6.4,3.8,1.2,2.8,41.8,0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,EVET
Anthony Parker,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,EVET
Allen Iverson*,76,40.1,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,EVET
Kerry Kittles,82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.9,0.4,1.6,EVET
Antoine Walker,82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,EVET
Shareef Abdur-Rahim,80,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1,1,2.8,EVET
Stephon Marbury,67,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,1,0.3,3.1,EVET
Ray Allen,82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,EVET
Marcus Camby,63,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,EVET
Matt Maloney,82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,EVET
Lorenzen Wright,77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,EVET
K.J. McDaniels,62,21.8,7.9,2.8,7,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1,2.2,3.2,1.2,0.7,1.1,1.7,HAYIR
Dean Garrett,68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,EVET
Chris Robinson,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,HAYIR
Shandon Anderson,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,EVET
Travis Knight,71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,EVET
Kobe Bryant,71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,EVET
Randy Livingston,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,EVET
Othella Harrington,57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,EVET
Erick Dampier,72,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1,1.2,EVET
Rodney Hood,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,HAYIR
